1,1,0.502,0,12.032,12.049,12.489,12.990,-1,-1
1,2,13.991,0,5.013,5.029,5.376,19.367,8,7
1,3,20.369,0,10.985,11.007,11.588,31.956,-1,6
1,4,32.957,0,1.909,1.920,2.435,35.392,8,14
1,5,36.394,0,5.023,5.037,5.579,41.973,8,22
1,6,42.974,0,8.191,8.211,8.769,51.744,-1,21
1,7,52.748,0,1.417,1.438,1.893,54.642,8,29
1,8,55.645,0,9.773,9.797,10.213,65.858,-1,28
1,9,66.862,0,14.136,14.154,14.599,81.461,-1,27
1,10,82.463,0,3.928,3.939,4.557,87.020,-1,26
1,11,88.024,0,13.009,13.035,13.489,101.513,-1,25
1,12,102.514,0,18.488,NaN,16.213,118.727,0,25
1,13,119.731,0,2.090,2.105,2.484,122.214,8,33
1,14,123.217,0,2.141,2.154,2.483,125.699,8,41
1,15,126.702,0,19.341,NaN,13.549,140.251,0,41
1,16,141.252,0,13.704,13.715,14.157,155.409,-1,40
1,17,156.411,0,0.367,0.374,1.060,157.471,8,48
1,18,158.474,0,2.146,2.163,2.548,161.022,8,56
1,19,162.026,0,5.679,5.698,6.182,168.208,8,64
1,20,169.211,0,4.783,4.799,5.194,174.406,8,72
1,21,175.407,0,4.898,4.923,5.349,180.756,8,80
1,22,181.757,0,17.292,NaN,10.766,192.523,0,80
1,23,193.526,0,30.000,NaN,11.804,205.330,0,80
1,24,206.334,0,4.068,4.077,4.603,210.937,8,88
1,25,211.939,0,1.535,1.557,2.075,214.014,8,96
1,26,215.018,0,11.399,11.417,11.833,226.851,-1,95
1,27,227.852,0,9.101,9.121,9.496,237.348,8,103
1,28,238.352,0,7.759,7.776,8.309,246.661,-1,102
1,29,247.661,0,3.360,3.385,3.812,251.474,8,110
1,30,252.475,0,13.411,13.429,13.764,266.239,-1,109
1,31,267.242,0,13.471,13.486,13.887,281.129,-1,108
1,32,282.131,0,8.555,8.568,9.093,291.224,-1,107
1,33,292.225,0,10.377,10.413,10.953,303.178,8,115
1,34,304.179,0,16.900,NaN,12.133,316.312,0,115
1,35,317.314,0,10.712,10.736,11.097,328.411,-1,114
1,36,329.412,0,15.423,NaN,12.207,341.619,0,114
