1,1,0.501,0,11.214,NaN,6.805,7.306,0,0
1,2,8.309,0,1.682,1.691,2.143,10.452,8,8
1,3,11.455,0,8.007,NaN,5.933,17.388,0,8
1,4,18.391,0,15.468,NaN,8.897,27.288,0,8
1,5,28.291,0,10.349,NaN,7.402,35.693,0,8
1,6,36.694,0,8.425,NaN,6.539,43.234,0,8
1,7,44.236,0,3.243,3.265,3.783,48.020,8,16
1,8,49.024,0,4.786,4.797,5.302,54.326,8,24
1,9,55.328,0,0.361,0.377,1.026,56.354,8,32
1,10,57.356,0,11.791,NaN,4.948,62.304,0,32
1,11,63.306,0,23.353,NaN,7.331,70.637,0,32
1,12,71.640,0,15.581,NaN,8.444,80.084,0,32
1,13,81.086,0,12.874,NaN,6.892,87.978,0,32
1,14,88.981,0,1.242,1.257,1.642,90.623,8,40
1,15,91.627,0,1.346,1.363,1.764,93.391,8,48
1,16,94.393,0,17.664,NaN,3.994,98.388,0,48
1,17,99.390,0,7.892,NaN,6.980,106.370,0,48
1,18,107.373,0,4.065,4.075,4.462,111.835,8,56
1,19,112.838,0,1.984,1.996,2.340,115.177,8,64
1,20,116.180,0,21.495,NaN,5.035,121.214,0,64
1,21,122.217,0,4.383,4.405,4.773,126.990,8,72
1,22,127.991,0,5.451,5.468,5.819,133.810,8,80
1,23,134.813,0,12.828,NaN,6.567,141.380,0,80
1,24,142.384,0,2.968,2.980,3.341,145.725,8,88
1,25,146.728,0,10.654,NaN,6.299,153.026,0,88
1,26,154.030,0,10.236,NaN,8.448,162.478,0,88
1,27,163.481,0,16.201,NaN,6.789,170.270,0,88
1,28,171.275,0,7.699,NaN,6.356,177.630,0,88
1,29,178.634,0,6.897,NaN,6.134,184.768,0,88
1,30,185.770,0,4.682,4.699,5.099,190.869,8,96
1,31,191.870,0,10.023,NaN,7.422,199.292,0,96
1,32,200.295,0,2.268,2.279,2.698,202.993,8,104
1,33,203.997,0,5.728,NaN,5.704,209.701,0,104
1,34,210.705,0,7.888,NaN,6.716,217.421,0,104
1,35,218.426,0,8.160,NaN,6.751,225.176,0,104
1,36,226.180,0,9.688,NaN,7.644,233.824,0,104
1,37,234.826,0,9.869,NaN,8.324,243.150,0,104
1,38,244.151,0,6.277,6.297,6.792,250.943,8,112
1,39,251.945,0,0.963,0.987,1.476,253.421,8,120
1,40,254.424,0,3.522,3.543,3.957,258.381,8,128
1,41,259.382,0,6.120,6.139,6.641,266.023,-1,127
1,42,267.027,0,12.221,NaN,4.496,271.523,0,127
1,43,272.526,0,6.786,6.802,7.394,279.919,8,135
1,44,280.921,0,2.987,3.009,3.562,284.482,8,143
1,45,285.484,0,7.772,7.784,8.143,293.627,-1,142
1,46,294.629,0,1.697,1.707,2.145,296.774,8,150
1,47,297.777,0,14.196,NaN,4.146,301.923,0,150
1,48,302.924,0,13.703,NaN,4.769,307.693,0,150
1,49,308.696,0,10.801,NaN,5.863,314.559,0,150
1,50,315.559,0,11.496,NaN,7.850,323.409,0,150
1,51,324.412,0,22.172,NaN,5.775,330.187,0,150
1,52,331.188,0,0.380,0.415,1.054,332.242,8,158
1,53,333.244,0,2.001,2.010,2.422,335.666,8,166
1,54,336.671,0,2.636,2.652,3.120,339.791,8,174
1,55,340.795,0,13.104,NaN,11.566,352.360,0,174
1,56,353.362,0,3.811,3.819,4.216,357.578,8,182
1,57,358.581,0,14.651,NaN,4.910,363.491,0,182
1,58,364.492,0,8.027,NaN,5.857,370.349,0,182
1,59,371.352,0,10.460,NaN,4.808,376.160,0,182
1,60,377.162,0,3.474,3.497,3.977,381.139,8,190
1,61,382.139,0,4.519,4.539,4.965,387.105,8,198
1,62,388.106,0,15.213,NaN,5.695,393.801,0,198
1,63,394.803,0,3.329,3.348,4.125,398.928,8,206
1,64,399.932,0,0.163,0.186,0.788,400.721,8,214
