1,1,0.500,0,6.166,6.180,6.648,7.148,8,8
1,2,8.152,0,17.571,NaN,11.435,19.587,0,8
1,3,20.589,0,15.718,NaN,14.594,35.183,0,8
1,4,36.188,0,11.863,11.879,12.288,48.476,8,16
1,5,49.479,0,10.009,10.026,10.567,60.046,-1,15
1,6,61.049,0,4.343,4.359,4.894,65.943,8,23
1,7,66.944,0,4.223,4.233,4.867,71.812,8,31
1,8,72.815,0,15.581,NaN,14.787,87.602,0,31
1,9,88.604,0,14.404,14.422,14.773,103.377,-1,30
1,10,104.379,0,7.667,7.684,8.106,112.485,8,38
1,11,113.487,0,2.739,2.761,3.163,116.650,8,46
1,12,117.652,0,7.118,7.134,7.501,125.154,8,54
1,13,126.155,0,0.455,0.465,1.157,127.312,8,62
1,14,128.316,0,3.794,3.807,4.327,132.644,8,70
1,15,133.644,0,5.460,5.482,6.044,139.689,8,78
1,16,140.690,0,5.944,5.956,6.331,147.022,8,86
1,17,148.025,0,5.595,5.608,6.307,154.332,-1,85
1,18,155.335,0,10.086,10.103,10.469,165.805,-1,84
1,19,166.807,0,2.124,2.133,2.555,169.362,8,92
1,20,170.366,0,11.316,11.331,11.847,182.213,-1,91
1,21,183.215,0,10.354,10.370,10.808,194.024,-1,90
1,22,195.028,0,6.340,6.362,6.773,201.800,8,98
1,23,202.803,0,14.051,NaN,13.184,215.987,0,98
1,24,216.991,0,1.952,1.973,2.360,219.351,8,106
1,25,220.352,0,13.411,13.436,13.852,234.204,-1,105
1,26,235.208,0,9.617,9.635,9.949,245.158,-1,104
1,27,246.161,0,0.666,0.683,1.161,247.323,8,112
1,28,248.326,0,1.558,1.570,1.888,250.214,8,120
1,29,251.216,0,2.119,2.131,2.530,253.747,8,128
1,30,254.749,0,1.062,1.083,1.602,256.350,8,136
1,31,257.356,0,7.743,NaN,7.242,264.598,0,136
1,32,265.602,0,8.692,NaN,8.552,274.155,0,136
1,33,275.158,0,3.883,3.901,4.248,279.406,8,144
1,34,280.409,0,5.726,5.737,6.321,286.730,-1,143
1,35,287.733,0,3.035,3.048,3.407,291.140,8,151
1,36,292.143,0,5.627,5.659,5.900,298.043,-1,150
1,37,299.045,0,1.601,1.625,2.172,301.217,8,158
1,38,302.219,0,8.297,NaN,4.604,306.823,0,158
1,39,307.827,0,6.987,NaN,5.034,312.861,0,158
1,40,313.861,0,11.619,NaN,5.838,319.699,0,158
1,41,320.699,0,4.649,4.665,5.082,325.782,8,166
1,42,326.784,0,0.870,0.881,1.400,328.184,8,174
1,43,329.188,0,17.175,NaN,6.683,335.871,0,174
1,44,336.875,0,1.944,1.963,2.343,339.218,8,182
1,45,340.220,0,2.013,2.036,2.390,342.611,8,190
1,46,343.614,0,18.989,NaN,4.561,348.175,0,190
1,47,349.178,0,0.709,0.732,1.391,350.568,8,198
1,48,351.572,0,12.721,NaN,5.271,356.843,0,198
1,49,357.844,0,19.316,NaN,4.502,362.346,0,198
1,50,363.350,0,10.055,NaN,4.721,368.072,0,198
1,51,369.074,0,16.162,NaN,5.658,374.732,0,198
1,52,375.733,0,3.453,3.474,3.852,379.585,8,206
1,53,380.587,0,9.897,NaN,5.406,385.993,0,206
1,54,386.995,0,13.470,NaN,6.051,393.046,0,206
1,55,394.050,0,0.090,0.114,0.561,394.611,8,214
1,56,395.613,0,8.473,NaN,5.488,401.101,0,214
1,57,402.103,0,8.400,NaN,6.284,408.387,0,214
1,58,409.390,0,7.165,NaN,4.634,414.025,0,214
1,59,415.026,0,11.800,NaN,5.241,420.267,0,214
1,60,421.269,0,3.819,3.842,4.261,425.530,-1,213
1,61,426.533,0,25.349,NaN,4.037,430.570,0,213
1,62,431.573,0,5.273,NaN,4.786,436.360,0,213
1,63,437.364,0,4.724,4.739,5.098,442.461,8,221
1,64,443.464,0,12.243,NaN,5.663,449.126,0,221
1,65,450.131,0,14.335,NaN,6.341,456.471,0,221
